28,70,20,98,3,74,34,72,50,50,17,19,4,75,63
100,96,22,38,9,41,81,17,39,73,32,15,79,91,55
58,78,4,83,25,72,64,81,42,81,99,41,40,50,5
65,29,65,100,1,49,87,47,52,66,46,38,89,86,25
75,28,8,81,6,40,20,57,47,91,68,57,100,19,40
54,82,1,26,68,7,95,18,26,74,47,13,6,21,86
52,50,25,58,72,9,31,48,92,90,8,84,19,43,22
69,64,94,9,61,44,51,53,74,41,91,96,80,14,32
17,48,93,27,57,59,62,16,2,12,6,17,43,69,24
46,14,92,78,43,46,66,26,100,32,41,25,11,67,37
26,93,43,93,40,97,82,13,65,13,40,33,86,38,30
3,88,59,23,46,43,54,85,35,43,4,74,52,77,41
10,49,53,56,88,70,60,59,4,71,36,76,93,93,45
